车牌	VIN	ICCID	最后通讯时间	最后有效里程	电压	最后有效总电压上传时间	最后经度	最后纬度
浙AN29T8	LGHC4V1DXHE203507	89860117750004328382	20180712115957	8720.0	571.7	20180712115957	120.384502	30.318078
琼AD00755	LGHC4V1D5HE203558	89860117750004316296	20180712010842	42.0	565.8	20180420123952	110.35821	20.050665
琼AD00118	LGHC4V1D7HE203562	89860117750004319050	20180509040716	43.0	569.1	20180420144154	110.35801	20.050707
琼AD09608	LGHC4V1D0HE203564	89860117750004319233	20180712075336	43.0	572.1	20180608172651	110.358435	20.050813
粤BD42515	LGHC4V1D4HE205401	89860117750004314721	20180602145851	105.0	550.6	20180602145851	114.194103	22.63248
粤BD43486	LGHC4V1D6HE205402	89860117750004339744	20180712093628	1138.0	546.3	20180712093628	113.921188	22.721038
粤BD72065	LGHC4V1DXHE205404	89860117750004327160	20180712101931	158.0	554.5	20180712101931	114.215932	22.64713
粤BD78345	LGHC4V1D1HE205405	89860117750004314283	20180712115941	260.0	562.0	20180712115941	114.049572	22.567117
粤BD73691	LGHC4V1D3HE205406	89860117750004311867	20180712103309	4585.0	549.2	20180712103309	113.834582	22.64059
粤BD45345	LGHC4V1D5HE205407	89860117750004311057	20180712082709	128.0	544.5	20180602173423	114.194207	22.63214
粤BD71317	LGHC4V1D9HE205409	89860117750004339736	20180712105419	168.0	549.0	20180712105419	114.193707	22.631237
粤BD78916	LGHC4V1D5HE205410	89860117750004314861	20180712055208	118.0	558.2	20180706172800	114.193985	22.632773
粤BD70135	LGHC4V1D7HE205411	89860117750004339975	20180712101617	136.0	571.2	20180603192749	114.194018	22.632422
粤BD42979	LGHC4V1D9HE205412	89860117750004312584	20180712081932	122.0	547.1	20180602172733	114.194337	22.63213
粤BD77127	LGHC4V1D2HE205414	89860117750004339306	20180712023509	124.0	544.2	20180607120749	114.193597	22.632887
粤BD75716	LGHC4V1D4HE205415	89860117750004338969	20180712115959	65.0	519.3	20180712115959	114.194102	22.632337
粤BD58267	LGHC4V1D6HE205416	89860117750004339256	20180621194548	97.0	559.8	20180602182316	114.194325	22.632185
粤BD74188	LGHC4V1D8HE205417	89860117750004313848	20180712114256	296.0	521.2	20180712114256	114.194265	22.63252
浙AM51C8	LGHC4V1D6HE203133	89860117750004316809	20180712045012	89.0	547.8	20180619151320	120.045967	30.313983
浙AM72A8	LGHC4V1D7HE203142	89860117750004325636	20180620154957	72.0	482.1	20180619154534	120.046023	30.313833
浙AM65Q6	LGHC4V1D6HE203472	89860117750004329380	20180712060014	76.0	548.1	20180511133029	120.045983	30.314023
粤AD02090	LGHC4V1D2HE202576	89860117795950082145	20180712085849	4216.0	621.8	20180711205645	113.305025	23.441432
粤AD06062	LGHC4V1D4HE202580	89860117796000678031	20180706161649	241.0	572.7	20180706161649	113.303337	23.31427
粤A5J0D6	LGHC4V1D1HE202584	89860117796000678239	20180418184100	94.0	552.0	20180418184100	113.303937	23.313692
皖AD28505	LGHC4V1D4HE203745	89860117750004333531	20180712092421	3363.0	590.5	20180712092421	117.272428	31.817032
琼AD08010	LGHC4V1D8HE203568	89860117750004328572	20180712074341	45.0	569.4	20180608171710	110.358597	20.05075
琼AD08958	LGHC4V1D6HE203570	89860117750004326279	20180712075737	44.0	571.2	20180608173111	110.358448	20.050858
琼AD00598	LGHC4V1DXHE203572	89860117750004329182	20180705063239	0.0	571.6	20180105150346	110.358282	20.050792
琼AD00150	LGHC4V1D3HE203574	89860117750004325198	20180412091234	45.0	570.8	20180105142437	110.358285	20.050662
苏AD35875	LGHC4V1D0HE203516	89860117750004316205	20180712053640	61.0	566.3	20180601144004	118.816855	31.828417
苏AD03752	LGHC4V1D2HE203517	89860117750004326865	20180712063917	50.0	565.5	20180601154232	118.816422	31.827912
苏AD39737	LGHC4V1D8HE203523	89860117750004319894	20180712063541	69.0	564.4	20180601153834	118.816438	31.827947
苏AD06301	LGHC4V1D3HE203526	89860117750004315462	20180712115951	6434.0	561.9	20180712115951	118.87807	31.737523
粤BD78232	LGHC4V1D1HE205419	89860117750004315843	20180712103956	125.0	528.1	20180602194647	114.193897	22.632513
粤BD42963	LGHC4V1D8HE205420	89860117750004314762	20180712011351	161.0	582.0	20180711131154	114.296363	22.679475
粤BD77123	LGHC4V1DXHE205421	89860117750004314887	20180712020912	82.0	0.0	20180607113745	114.193907	22.632707
粤BD70452	LGHC4V1D3HE205423	89860117750004312824	20180712081156	502.0	528.0	20180712081156	114.194047	22.632478
粤BD56145	LGHC4V1D1HE205324	89860117750004314028	20180712080236	170.0	575.6	20180602170922	114.194355	22.632153
粤BD75785	LGHC4V1DXHE205323	89860117750004338886	20180712043559	74.0	518.5	20180603014454	114.193932	22.632917
粤BD42560	LGHC4V1D8HE205322	89860117750004339884	20180712065710	69.0	520.6	20180606162155	114.194263	22.632092
粤BD41589	LGHC4V1D4HE205320	89860117750004338605	20180712115956	497.0	551.0	20180712115956	114.05405	22.563082
粤BD50245	LGHC4V1D8HE205319	89860117750004338639	20180712060224	93.0	0.0	20180607153131	114.193963	22.63286
粤BD78211	LGHC4V1D6HE205318	89860117750004314598	20180712115959	85.0	511.7	20180712115959	114.19425	22.632453
粤BD43648	LGHC4V1D4HE205317	89860117750004311222	20180712113237	98.0	556.2	20180712113237	114.296643	22.679467
粤BD42879	LGHC4V1D0HE205315	89860117750004312345	20180610110133	160.0	551.6	20180602102635	114.19358	22.63279
粤BD43439	LGHC4V1D9HE205314	89860117795950229373	20180712043737	91.0	522.7	20180603014731	114.194035	22.632897
粤BD74158	LGHC4V1D7HE205313	89860117750004311891	20180712115947	7365.0	560.8	20180712115947	114.037153	22.665187
粤BD72070	LGHC4V1D5HE205312	89860117750004312337	20180712041208	73.0	0.0	20180604132839	114.193613	22.632842
苏AD09569	LGHC4V1D5HE203513	89860117750004319225	20180608160212	49.0	571.6	20180601153115	118.81633	31.828057
豫AD53933	LGHC4V1D6HE203181	89860117750004317641	20180712111909	118.0	523.5	20180621094632	113.754628	34.871418
豫AD52272	LGHC4V1D8HE203196	89860117750004319373	20180712010701	120.0	520.1	20180709125610	113.754325	34.87156
豫AD36007	LGHC4V1D5HE203219	89860117750004318771	20180712080003	115.0	585.7	20180620182047	113.7548	34.871537
浙AM90J5	LGHC4V1D9HE203482	89860117750004329844	20180712115954	278.0	565.4	20180712115954	120.033072	30.22541
琼AD08068	LGHC4V1D7HE203559	89860117750004318805	20180712104633	376.0	589.0	20180711224437	110.369802	20.044088
琼AD09020	LGHC4V1D4HE203566	89860117750004326485	20180712075004	44.0	571.2	20180608172328	110.358293	20.050703
琼AD09685	LGHC4V1D5HE203575	89860117750004317013	20180712074349	79.0	565.1	20180608171654	110.358605	20.050815
粤AD10812	LGHC4V1D6HE202712	89860117750004313897	20180712112244	218.0	572.4	20180705105211	113.303362	23.314467
粤BD71256	LGHC4V1D3HE205311	89860117750004338373	20180712095600	98.0	563.6	20180602190458	114.194353	22.632027
粤BD49205	LGHC4V1D1HE205310	89860117750004312618	20180712115952	80.0	517.2	20180712115952	114.194435	22.632282
粤BD73637	LGHC4V1D5HE205309	89860117750004338480	20180712001126	0.0	542.6	20180209124309	114.210147	22.634842
粤BD71301	LGHC4V1DXHE205306	89860117750004311958	20180712115935	2816.0	546.2	20180712115935	113.952295	22.543702
粤BD77561	LGHC4V1D8HE205305	89860117750004311917	20180712115950	4725.0	533.2	20180712115950	114.066623	22.529765
粤BD42148	LGHC4V1D6HE205304	89860117750004311305	20180712050120	82.0	0.0	20180607142944	114.193668	22.632953
粤BD42931	LGHC4V1D4HE205303	89860117750004311420	20180712095921	107.0	566.5	20180602190702	114.194332	22.632418
粤BD49285	LGHC4V1D0HE205301	89860117750004338449	20180617200847	109.0	548.8	20180602190155	114.194345	22.632235
川AD07562	LGHC4V1D4HE202482	89860117796000678965	20171130223140	452.0	545.2	20171130222901	103.928068	30.740458
川AD10601	LGHC4V1D0HE202494	89860117796000558332	20180712083335	29981.0	539.3	20180712083335	104.280398	30.831468
川AD14818	LGHC4V1DXHE202499	89860117795950235693	20180712115944	19894.0	533.8	20180712115944	103.756288	30.674238
川AD08926	LGHC4V1D4HE202501	89860117796000679450	20180712115931	26181.0	506.7	20180712115931	104.146468	30.63032
川AD18388	LGHC4V1D8HE202503	89860117796000679716	20171222133334	1397.0	556.0	20171222133050	103.980967	30.727027
苏AD02673	LGHC4V1D1HE203525	89860117750004318813	20180712060427	49.0	565.8	20180601150917	118.816538	31.828248
琼BD06928	LGHC4V1D6HE203245	89860117750004328051	20180712110025	64.0	581.5	20180627095427	109.474197	18.28729
琼BD06332	LGHC4V1D6HE203259	89860117750004329711	20180712011032	214.0	581.5	20180603102307	109.474227	18.287537
琼BD06861	LGHC4V1D5HE203270	89860117750004328127	20180712041659	55.0	547.5	20180711161503	109.474205	18.287382
贵AD00572	LGHC4V1DXHE203703	89860117750004321502	20180712095006	79.0	578.2	20180712095006	102.833495	24.941795
贵AD01083	LGHC4V1D7HE203707	89860117750004322377	20180712052349	72.0	0.0	20180706170003	106.58532	26.63147
贵AD00562	LGHC4V1D2HE203713	89860117750004321221	20180712051228	63.0	565.8	20180706164755	106.585163	26.631033
贵AD09380	LGHC4V1D1HE203718	89860117750004321924	20180712051411	60.0	564.6	20180706165016	106.585172	26.631258
琼AD03100	LGHC4V1D1HE203587	89860117750004329760	20180709221542	47.0	564.7	20180420162726	110.35833	20.050802
琼AD00790	LGHC4V1D7HE203593	89860117750004319860	20180712102734	165.0	565.0	20180420162749	110.358333	20.050833
琼AD09699	LGHC4V1D8HE203599	89860117750004316106	20180712063019	0.0	565.1	20171223012649	110.35815	20.050765
川AD12240	LMPG2KABXHE205693	89860117750004323334	20180712114006	6941.0	619.2	20180712114006	104.191975	30.527245
川AD04305	LMPG2KAB0HE205699	89860117750004336211	20180712115926	976.0	597.5	20180712115926	103.986037	30.602252
川AD13078	LMPG2KAB6HE205710	89860117795950235412	20180712115947	10776.0	621.5	20180712115947	104.241	30.816862
川AD02660	LGHC4V1D3HE205745	89860117795950230801	20180712115802	15403.0	571.2	20180712115802	104.08458	30.688675
川AD05013	LGHC4V1DXHE204642	89860117750004324845	20180712104955	8124.0	556.0	20180712104955	104.228747	30.788437
川AD05057	LGHC4V1D8HE204655	89860117795950238671	20180712115942	6242.0	553.2	20180712115942	104.343745	30.831183
川AD15848	LGHC4V1D3HE204661	89860117750004330628	20180712115948	5194.0	571.2	20180712115948	104.11501	30.585382
云AD03956	LGHC4V1D1HE203833	89860117750004334737	20180426172827	197.0	523.7	20180426172827	102.806682	24.99227
云AD07995	LGHC4V1D6HE204542	89860117750004330040	20180712022833	169.0	572.8	20180711142618	102.790015	25.011168
云A0B55K	LGHC4V1D0HE204553	89860117750004333390	20180703171128	376.0	0.0	20180703162151	102.819772	24.994003
川AD08129	LMPG2KAB1HE205789	89860117795950233532	20180712100055	2160.0	625.6	20180704092608	103.993997	30.485557
川AD02721	LGHC4V1D0HE204424	89860117750004331667	20180712115955	12785.0	551.4	20180712115955	103.971453	30.545093
川AD02728	LGHC4V1D6HE204430	89860117750004330164	20180712101756	26230.0	530.1	20180712101756	104.126247	30.784752
川AD16391	LMPG2KAB9HE205801	89860117795950238259	20180712115952	9230.0	578.4	20180712115952	104.0788	30.547963
陕A6B3Z5	LGHC4V1D8HE204395	89860117750004330016	20180712092524	8282.0	525.2	20180712092524	108.835992	34.237202
陕A3B1T9	LGHC4V1D6HE203424	89860117750004336245	20180712085239	71.0	0.0	20180711084841	108.836627	34.237367
陕A3B6W7	LGHC4V1D6HE203469	89860117750004317302	20180710002155	75.0	562.2	20180629113604	109.036825	34.207207
陕A2B7K6	LGHC4V1DXHE803427	89860117750004314416	20180712084620	547.0	576.8	20180712084620	108.224945	34.16356
川AD16411	LGHC4V1D5HE204967	89860117750004337052	20180712115931	10930.0	560.6	20180712115931	103.992447	30.691257
川AD15678	LGHC4V1DXHE204978	89860117750004323672	20180712054259	12189.0	564.6	20180710173623	104.157572	30.652527
川AD00505	LGHC4V1D6HE205755	89860117795950230850	20180712090156	16041.0	559.7	20180712090156	103.941202	30.705462
川AD16455	LGHC4V1D9HE205765	89860117795950231254	20180712115949	15902.0	564.1	20180712115949	104.224647	30.855448
贵AD03781	LGHC4V1D0HE203760	89860117750004321312	20180712051707	42.0	564.6	20180706165308	106.585117	26.631373
贵AD04452	LGHC4V1D5HE204256	89860117750004332616	20180712095737	40.0	564.4	20180712095737	102.833498	24.942543
辽B51JR6	LGHC4V1D1HE202925	89860117750004318094	20180712113948	4499.0	589.8	20180712113948	122.93234	39.714112
辽B21HU3	LGHC4V1D5HE202927	89860117796000439384	20180712113434	3179.0	568.3	20180712113434	121.572023	38.994327
辽B67EW5	LGHC4V1D9HE202929	89860117796000557029	20180626091957	60.0	554.1	20180626091957	121.571933	38.994373
辽B01HT1	LGHC4V1D6HE202936	89860117750004319720	20180712005840	51.0	543.7	20180615110115	121.571978	38.994473
辽B65HD5	LGHC4V1D3HE202943	89860117750004318458	20180712111627	9193.0	567.3	20180712111627	122.340227	39.400153
辽B16CF5	LGHC4V1D0HE202947	89860117750004329083	20180712021529	0.0	546.2	20180711141331	121.571918	38.994358
辽B36BR7	LGHC4V1D5HE202961	89860117750004326758	20180712115956	9467.0	557.5	20180712115956	121.632862	39.023482
鲁BD05160	LGHC4V1D9HE203059	89860117750004328960	20180712115956	7590.0	569.8	20180712115956	120.233027	36.291973
鲁BD01077	LGHC4V1D5HE203060	89860117795950234449	20180712112750	2842.0	526.2	20180712112750	120.371582	36.098293
陕A0C8S3	LGHC4V1D7HE204906	89860117795950234910	20180701203354	34.0	0.0	20180623195838	108.911338	34.328162
鄂AD12631	LGHC4V1D8HE203893	89860117795950228680	20180712041753	57.0	555.2	20180606134232	114.509528	30.603028
鄂AD11996	LGHC4V1D8HE203909	89860117750004324597	20180712114342	7987.0	590.7	20180712114342	114.58096	30.747902
川AD19862	LGHC4V1D1HE202410	89860117796000557045	20180704065806	1725.0	571.8	20180704065806	104.169005	30.84043
陕A3D7Q2	LGHC4V1D9HE205426	89860117750004328440	20180712101855	44.0	537.6	20180428165539	108.806698	34.289008
陕A4D4F0	LGHC4V1D0HE205430	89860117750004339587	20180712115939	12345.0	551.7	20180712115939	108.813932	34.295483
津AD36202	LGHC4V1D3HE203946	89860117750004323417	20180712063010	66.0	583.8	20180613162457	117.026372	39.108165
渝AD04777	LGHC4V1D4HE202966	89860117750004329869	20180712014835	136.0	544.0	20180526222744	106.340542	29.40843
川AD11563	LGHC4V1D3HE203333	89860117750004327277	20180712114941	15943.0	565.9	20180712114941	104.039977	30.526762
川AD05329	LGHC4V1D2HE203341	89860117750004318979	20180510111420	13666.0	568.2	20180510110429	104.19048	30.54079
鄂AD12601	LGHC4V1D9HE204034	89860117750004320355	20180712031313	59.0	518.7	20180703143618	114.508803	30.603208
鄂AD11513	LGHC4V1DXHE204057	89860117750004323508	20180711163415	58.0	536.0	20180606140108	114.509338	30.60298
陕A1D6T0	LGHC4V1DXHE205435	89860117750004313988	20180712094907	13933.0	589.5	20180712094907	109.143098	34.283205
陕A6D3A1	LGHC4V1D5HE205438	89860117795950235743	20180712085157	43.0	573.5	20180428152712	108.806755	34.289187
陕A7D8R2	LGHC4V1D7HE205442	89860117750004310737	20180712091245	13.0	534.2	20180428154721	108.806785	34.288815
陕A3D7B2	LGHC4V1D4HE205446	89860117750004338894	20180712004638	10.0	541.5	20180614104651	108.806478	34.28922
陕A9D7Z9	LGHC4V1DXHE205449	89860117750004313541	20180712095805	40.0	542.0	20180427162914	108.80666	34.288783
川AD12071	LGHC4V1DXHE203345	89860117750004327046	20180712115940	6021.0	551.6	20180712115940	104.153283	31.136953
川AD12096	LGHC4V1D1HE203363	89860117750004329059	20180712115949	11794.0	559.1	20180712115949	104.20777	30.858728
鲁BD08386	LGHC4V1D9HE203062	89860117796000677876	20180705102913	14.0	563.5	20180705102913	120.380795	36.166447
鲁BD05150	LGHC4V1D2HE203064	89860117750004326741	20180712115943	1492.0	562.1	20180712115943	120.416945	36.366225
鲁BD02477	LGHC4V1DXHE203071	89860117796000555866	20180628164812	17.0	561.7	20180628164812	120.381178	36.166607
鲁BD03598	LGHC4V1D0HE203077	89860117750004315272	20180712060905	15.0	550.0	20180628170944	120.381022	36.166545
鲁BD14688	LGHC4V1D4HE203079	89860117750004329331	20180712034547	16.0	551.1	20180628144733	120.380887	36.166555
鲁BD01085	LGHC4V1D2HE203081	89860117750004315454	20180712042139	17.0	549.5	20180628152326	120.381037	36.16655
鲁BD01058	LGHC4V1D4HE203082	89860117750004329133	20180712113547	2474.0	548.0	20180712113547	120.330682	36.262075
陕A6D8F3	LGHC4V1D4HE205463	89860117750004339363	20180712055832	12.0	533.6	20180702171657	108.806425	34.289153
陕A1D6P5	LGHC4V1DXHE205466	89860117750004325073	20180712101958	43.0	527.0	20180428165609	108.806618	34.289118
川AD11507	LGHC4V1D6HE203794	89860117750004327111	20180712111239	12902.0	545.6	20180712111239	104.190818	30.540825
川AD05365	LGHC4V1D8HE203814	89860117750004327137	20180712115943	24526.0	533.9	20180712115943	104.07341	30.600517
川AD18628	LGHC4V1D0HE203824	89860117750004321452	20180712115938	32124.0	537.4	20180712115938	103.995187	30.650402
川AD02024	LGHC4V1D1HE203752	89860117750004325503	20180712115936	14685.0	562.3	20180712115936	104.263	30.943402
粤AD03523	LGHC4V1D0HE203807	89860117750004321213	20180712115938	8126.0	531.9	20180712115938	113.024338	22.940268
陕A6D2N7	LGHC4V1D2HE205459	89860117750004310471	20180712103843	42.0	526.1	20180427170658	108.806798	34.288977
鲁BD01076	LGHC4V1D5HE203057	89860117750004329208	20180712055438	14.0	561.8	20180628165559	120.38093	36.166513
浙FX319N	LGHC4V1D4HE204295	89860117750004323896	20180712013859	138.0	0.0	20180706011307	120.711815	30.734527
浙FX768Q	LGHC4V1D6HE204301	89860117750004332376	20180526115416	39.0	564.7	20180526115416	120.708132	30.721497
浙FU293N	LGHC4V1D7HE204307	89860117750004337755	20180712035030	57.0	558.8	20180526122756	120.708232	30.72142
陕A9D7R3	LGHC4V1D7HE203979	89860117795950234316	20180712115940	2210.0	568.5	20180712115940	108.832675	34.222558
陕A7D1H0	LGHC4V1D4HE205480	89860117750004311016	20180712113546	29.0	578.6	20180428181107	108.806983	34.288832
陕A1D6B3	LGHC4V1D1HE205484	89860117750004313327	20180712104105	11.0	535.6	20180428171511	108.80682	34.28895
陕A1D6M7	LGHC4V1D7HE205487	89860117750004314358	20180712090636	11.0	535.3	20180504160749	108.807015	34.288948
鄂AD12653	LGHC4V1D7HE203898	89860117750004324563	20180712065636	56.0	521.0	20180607162522	114.508892	30.603068
鲁BD01266	LGHC4V1D2HE203050	89860117750004315249	20180712015943	5334.0	521.4	20180705133130	120.381077	36.16647
陕A2D5B3	LGHC4V1D2HE203419	89860117750004323276	20180712064638	97.0	566.7	20180519145109	109.036745	34.206958
贵AD07801	LGHC4V1D2HE203744	89860117750004322278	20180712050921	51.0	566.0	20180706164523	106.585233	26.631077
浙DD07F5	LGHC4V1D6HE203035	89860117750004316460	20180703140812	801.0	588.4	20180613124028	120.537065	30.108952
浙DD07T3	LGHC4V1DXHE203040	89860117750004327053	20180712011914	502.0	588.7	20180616112954	120.356448	31.821548
桂AD09360	LGHC4V1D1HE204917	89860117795950235339	20180712105306	1457.0	585.7	20180707103108	109.333595	24.342045
桂AD03362	LGHC4V1D6HE204895	89860117795950234282	20180712115933	3955.0	577.8	20180712115933	108.255108	22.856028
桂AD08019	LGHC4V1D3HE204868	89860117750004337037	20180712021724	1224.0	568.6	20180711141513	108.392323	22.876035
川RXD155	LGHC4V1D4HE202109	89860117795950088803	20180712115953	22842.0	567.5	20180712115953	106.095278	30.829755
浙AL62F0	LGHC4V1DXHE203099	89860117750004327640	20180712011918	223.0	561.5	20180711131731	120.055332	30.351303
